"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"HR@2","FPPTRR106","00:04:12.940",252940,"00:04:13.163",253163,"00:00:00.223",223,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:04:59.264",299264,"00:04:59.520",299520,"00:00:00.256",256,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:06:21.246",381246,"00:06:21.458",381458,"00:00:00.212",212,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:06:23.684",383684,"00:06:23.854",383854,"00:00:00.170",170,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:07:36.152",456152,"00:07:36.492",456492,"00:00:00.340",340,"pp-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:07:38.700",458700,"00:07:39.200",459200,"00:00:00.500",500,"generic-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:07:43.571",463571,"00:07:44.763",464763,"00:00:01.192",1192,"generic-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:07:48.063",468063,"00:07:48.372",468372,"00:00:00.309",309,"pp-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:07:48.840",468840,"00:07:49.148",469148,"00:00:00.308",308,"pp-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:07:50.740",470740,"00:07:51.059",471059,"00:00:00.319",319,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:08:25.035",505035,"00:08:25.216",505216,"00:00:00.181",181,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:08:48.688",528688,"00:08:48.837",528837,"00:00:00.149",149,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:09:05.355",545355,"00:09:05.610",545610,"00:00:00.255",255,"pp-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:09:36.278",576278,"00:09:36.544",576544,"00:00:00.266",266,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:09:38.591",578591,"00:09:38.815",578815,"00:00:00.224",224,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:09:51.783",591783,"00:09:52.070",592070,"00:00:00.287",287,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:10:06.702",606702,"00:10:07.245",607245,"00:00:00.543",543,"specific-new-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:11:12.614",672614,"00:11:12.763",672763,"00:00:00.149",149,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:11:15.555",675555,"00:11:15.789",675789,"00:00:00.234",234,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:11:41.969",701969,"00:11:42.352",702352,"00:00:00.383",383,"pro-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:12:10.034",730034,"00:12:10.268",730268,"00:00:00.234",234,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:12:30.116",750116,"00:12:30.392",750392,"00:00:00.276",276,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:12:58.637",778637,"00:12:58.818",778818,"00:00:00.181",181,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:14:17.991",857991,"00:14:18.183",858183,"00:00:00.192",192,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:00.278",900278,"00:15:01.076",901076,"00:00:00.798",798,"specific-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:01.091",901091,"00:15:01.261",901261,"00:00:00.170",170,"pp-old-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:03.738",903738,"00:15:04.430",904430,"00:00:00.692",692,"generic-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:05.683",905683,"00:15:05.874",905874,"00:00:00.191",191,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:06.699",906699,"00:15:06.837",906837,"00:00:00.138",138,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:12.141",912141,"00:15:12.396",912396,"00:00:00.255",255,"generic-old-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:15:38.753",938753,"00:15:39.040",939040,"00:00:00.287",287,"specific-new-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:16:19.538",979538,"00:16:19.645",979645,"00:00:00.107",107,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:17:03.973",1023973,"00:17:04.186",1024186,"00:00:00.213",213,"pp-new-point","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:18:19.663",1099663,"00:18:20.004",1100004,"00:00:00.341",341,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:18:32.431",1112431,"00:18:32.623",1112623,"00:00:00.192",192,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:18:33.426",1113426,"00:18:33.714",1113714,"00:00:00.288",288,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@2","FPPTRR106","00:18:35.293",1115293,"00:18:35.474",1115474,"00:00:00.181",181,"pp-old-nopoint","FPPT-RUS-Phase1-20181206-v6.eaf"
"HR@1","FPPTER203","00:00:26.760",26760,"00:00:27.210",27210,"00:00:00.450",450,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:29.260",29260,"00:00:29.660",29660,"00:00:00.400",400,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:29.985",29985,"00:00:30.550",30550,"00:00:00.565",565,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:31.600",31600,"00:00:32.985",32985,"00:00:01.385",1385,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:34.850",34850,"00:00:35.310",35310,"00:00:00.460",460,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:35.885",35885,"00:00:36.225",36225,"00:00:00.340",340,"pro-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:37.275",37275,"00:00:37.400",37400,"00:00:00.125",125,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:43.374",43374,"00:00:43.734",43734,"00:00:00.360",360,"specific-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:46.446",46446,"00:00:46.756",46756,"00:00:00.310",310,"specific-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:51.622",51622,"00:00:52.567",52567,"00:00:00.945",945,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:54.182",54182,"00:00:54.562",54562,"00:00:00.380",380,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:00:58.181",58181,"00:00:58.346",58346,"00:00:00.165",165,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:02:15.135",135135,"00:02:15.920",135920,"00:00:00.785",785,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:02:17.770",137770,"00:02:18.695",138695,"00:00:00.925",925,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:02:20.954",140954,"00:02:21.524",141524,"00:00:00.570",570,"specific-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:02:22.619",142619,"00:02:22.729",142729,"00:00:00.110",110,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:03:33.843",213843,"00:03:35.567",215567,"00:00:01.724",1724,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:03:40.745",220745,"00:03:41.545",221545,"00:00:00.800",800,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:03:42.838",222838,"00:03:43.278",223278,"00:00:00.440",440,"pro-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:03:51.969",231969,"00:03:52.894",232894,"00:00:00.925",925,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:03:55.794",235794,"00:03:56.199",236199,"00:00:00.405",405,"pp-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:04:02.563",242563,"00:04:02.703",242703,"00:00:00.140",140,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:04:07.052",247052,"00:04:07.772",247772,"00:00:00.720",720,"generic-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:04:07.862",247862,"00:04:08.452",248452,"00:00:00.590",590,"generic-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:04:11.128",251128,"00:04:11.908",251908,"00:00:00.780",780,"generic-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:04:12.978",252978,"00:04:13.908",253908,"00:00:00.930",930,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:05:31.339",331339,"00:05:31.699",331699,"00:00:00.360",360,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:05:33.133",333133,"00:05:33.283",333283,"00:00:00.150",150,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:05:35.527",335527,"00:05:36.446",336446,"00:00:00.919",919,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:05:37.338",337338,"00:05:37.758",337758,"00:00:00.420",420,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:05:42.061",342061,"00:05:42.561",342561,"00:00:00.500",500,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:16.034",376034,"00:06:16.689",376689,"00:00:00.655",655,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:16.689",376689,"00:06:17.011",377011,"00:00:00.322",322,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:17.011",377011,"00:06:17.311",377311,"00:00:00.300",300,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:17.311",377311,"00:06:17.961",377961,"00:00:00.650",650,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:20.354",380354,"00:06:20.569",380569,"00:00:00.215",215,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:46.475",406475,"00:06:46.860",406860,"00:00:00.385",385,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:54.213",414213,"00:06:55.093",415093,"00:00:00.880",880,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:06:59.604",419604,"00:06:59.759",419759,"00:00:00.155",155,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:07:43.063",463063,"00:07:43.203",463203,"00:00:00.140",140,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:08:08.692",488692,"00:08:09.137",489137,"00:00:00.445",445,"generic-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:08:28.813",508813,"00:08:28.918",508918,"00:00:00.105",105,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:08:30.080",510080,"00:08:30.270",510270,"00:00:00.190",190,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:08:49.458",529458,"00:08:49.578",529578,"00:00:00.120",120,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:01.177",541177,"00:09:01.337",541337,"00:00:00.160",160,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:07.024",547024,"00:09:07.109",547109,"00:00:00.085",85,"pp-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:11.794",551794,"00:09:11.854",551854,"00:00:00.060",60,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:42.823",582823,"00:09:43.208",583208,"00:00:00.385",385,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:47.128",587128,"00:09:47.338",587338,"00:00:00.210",210,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:49.383",589383,"00:09:50.118",590118,"00:00:00.735",735,"generic-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:53.798",593798,"00:09:53.958",593958,"00:00:00.160",160,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:54.820",594820,"00:09:54.945",594945,"00:00:00.125",125,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:09:56.490",596490,"00:09:57.415",597415,"00:00:00.925",925,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:09.678",609678,"00:10:09.768",609768,"00:00:00.090",90,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:10.463",610463,"00:10:10.633",610633,"00:00:00.170",170,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:13.818",613818,"00:10:14.063",614063,"00:00:00.245",245,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:14.973",614973,"00:10:15.478",615478,"00:00:00.505",505,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:25.530",625530,"00:10:27.435",627435,"00:00:01.905",1905,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:38.609",638609,"00:10:39.208",639208,"00:00:00.599",599,"generic-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:43.776",643776,"00:10:43.936",643936,"00:00:00.160",160,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:48.070",648070,"00:10:48.245",648245,"00:00:00.175",175,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:53.123",653123,"00:10:53.383",653383,"00:00:00.260",260,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:10:54.562",654562,"00:10:55.217",655217,"00:00:00.655",655,"specific-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:06.065",666065,"00:11:06.175",666175,"00:00:00.110",110,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:16.529",676529,"00:11:16.674",676674,"00:00:00.145",145,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:18.734",678734,"00:11:19.884",679884,"00:00:01.150",1150,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:20.669",680669,"00:11:21.044",681044,"00:00:00.375",375,"specific-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:26.678",686678,"00:11:26.893",686893,"00:00:00.215",215,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:29.158",689158,"00:11:29.268",689268,"00:00:00.110",110,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:11:46.701",706701,"00:11:46.916",706916,"00:00:00.215",215,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:16.952",736952,"00:12:17.047",737047,"00:00:00.095",95,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:19.917",739917,"00:12:20.092",740092,"00:00:00.175",175,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:38.764",758764,"00:12:39.009",759009,"00:00:00.245",245,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:51.117",771117,"00:12:51.222",771222,"00:00:00.105",105,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:55.809",775809,"00:12:56.899",776899,"00:00:01.090",1090,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:58.165",778165,"00:12:59.245",779245,"00:00:01.080",1080,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:12:59.928",779928,"00:13:00.703",780703,"00:00:00.775",775,"generic-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:09.935",789935,"00:13:10.230",790230,"00:00:00.295",295,"pro-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:10.920",790920,"00:13:11.025",791025,"00:00:00.105",105,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:15.361",795361,"00:13:15.991",795991,"00:00:00.630",630,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:16.721",796721,"00:13:16.886",796886,"00:00:00.165",165,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:16.896",796896,"00:13:17.361",797361,"00:00:00.465",465,"pro-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:19.691",799691,"00:13:19.891",799891,"00:00:00.200",200,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:20.161",800161,"00:13:20.376",800376,"00:00:00.215",215,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:22.766",802766,"00:13:22.901",802901,"00:00:00.135",135,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:25.961",805961,"00:13:26.156",806156,"00:00:00.195",195,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:28.176",808176,"00:13:28.852",808852,"00:00:00.676",676,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:28.857",808857,"00:13:28.997",808997,"00:00:00.140",140,"pp-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:30.108",810108,"00:13:30.378",810378,"00:00:00.270",270,"pp-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:31.962",811962,"00:13:32.207",812207,"00:00:00.245",245,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:35.466",815466,"00:13:35.701",815701,"00:00:00.235",235,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:37.625",817625,"00:13:37.865",817865,"00:00:00.240",240,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:13:40.418",820418,"00:13:41.193",821193,"00:00:00.775",775,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:14:22.135",862135,"00:14:22.310",862310,"00:00:00.175",175,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:14:24.205",864205,"00:14:24.520",864520,"00:00:00.315",315,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:14:48.634",888634,"00:14:48.899",888899,"00:00:00.265",265,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:14:57.727",897727,"00:14:58.032",898032,"00:00:00.305",305,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:14:59.717",899717,"00:14:59.917",899917,"00:00:00.200",200,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:17:19.895",1039895,"00:17:20.110",1040110,"00:00:00.215",215,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@1","FPPTER203","00:17:26.212",1046212,"00:17:26.457",1046457,"00:00:00.245",245,"pp-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:12.011",72011,"00:01:12.421",72421,"00:00:00.410",410,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:16.876",76876,"00:01:17.051",77051,"00:00:00.175",175,"pro-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:20.792",80792,"00:01:21.562",81562,"00:00:00.770",770,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:24.134",84134,"00:01:25.304",85304,"00:00:01.170",1170,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:26.162",86162,"00:01:26.547",86547,"00:00:00.385",385,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:27.092",87092,"00:01:27.552",87552,"00:00:00.460",460,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:27.667",87667,"00:01:28.042",88042,"00:00:00.375",375,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:28.692",88692,"00:01:28.902",88902,"00:00:00.210",210,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:30.272",90272,"00:01:30.647",90647,"00:00:00.375",375,"generic-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:30.929",90929,"00:01:31.874",91874,"00:00:00.945",945,"generic-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:32.179",92179,"00:01:32.944",92944,"00:00:00.765",765,"generic-old-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:36.372",96372,"00:01:37.317",97317,"00:00:00.945",945,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:46.940",106940,"00:01:47.065",107065,"00:00:00.125",125,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:01:52.267",112267,"00:01:52.592",112592,"00:00:00.325",325,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:02:40.985",160985,"00:02:42.185",162185,"00:00:01.200",1200,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:03:00.891",180891,"00:03:01.773",181773,"00:00:00.882",882,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:03:02.471",182471,"00:03:02.686",182686,"00:00:00.215",215,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:03:06.250",186250,"00:03:06.405",186405,"00:00:00.155",155,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:15.132",255132,"00:04:15.677",255677,"00:00:00.545",545,"specific-new-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:27.241",267241,"00:04:27.416",267416,"00:00:00.175",175,"pp-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:34.018",274018,"00:04:34.298",274298,"00:00:00.280",280,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:34.643",274643,"00:04:35.393",275393,"00:00:00.750",750,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:36.414",276414,"00:04:36.764",276764,"00:00:00.350",350,"pro-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:38.569",278569,"00:04:39.149",279149,"00:00:00.580",580,"specific-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:40.024",280024,"00:04:40.209",280209,"00:00:00.185",185,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:46.014",286014,"00:04:46.554",286554,"00:00:00.540",540,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:48.164",288164,"00:04:48.709",288709,"00:00:00.545",545,"generic-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:04:55.819",295819,"00:04:55.994",295994,"00:00:00.175",175,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:05:00.604",300604,"00:05:01.229",301229,"00:00:00.625",625,"specific-new-point","FPPT-RUS-Phase1-20181211-v6.eaf"
"HR@2","FPPTRR202","00:05:06.644",306644,"00:05:06.824",306824,"00:00:00.180",180,"pp-old-nopoint","FPPT-RUS-Phase1-20181211-v6.eaf"
