speaker,begin,end,dur,trial,coart,affil,infstat,shape,effort,traj,orient,target,cards,lang,phase
FPPTER309,2024-01-09T23:03:57Z,2024-01-09T23:03:58Z,1610,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,on.the.side.of.the.interior,noun,new,other,contact,simple,down,individ,single,eng,H
FPPTER309,2024-01-09T23:03:58Z,2024-01-09T23:03:59Z,826,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,going.towards.the--,other,new,other,contact,complex,down,interior,single,eng,S
FPPTER309,2024-01-09T23:04:12Z,2024-01-09T23:04:13Z,833,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,he.s.much.paler,ambiguous,old,other,contact,simple,down,individ,single,eng,S
FPPTER309,2024-01-09T23:04:13Z,2024-01-09T23:04:14Z,780,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,than.the.guard,noun,new,other,contact,simple,down,interior,single,eng,S
FPPTER309,2024-01-09T23:04:59Z,2024-01-09T23:05:00Z,1012,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,either.you.know,other,old,other,nocontact,complex,down,interior,single,eng,S
FPPTER309,2024-01-09T23:05:00Z,2024-01-09T23:05:01Z,1230,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,another.blanket.in.the.corner,noun,new,other,contact,simple,down,individ,single,eng,H
FPPTER309,2024-01-09T23:05:01Z,2024-01-09T23:05:02Z,640,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,he.s.sitting.on.his.own.things,ambiguous,new,other,contact,simple,down,interior,single,eng,S
FPPTER309,2024-01-09T23:06:08Z,2024-01-09T23:06:09Z,1725,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,which.might.be.a.bit.of.flirting,noun,old,other,nocontact,complex,down,interior,single,eng,S
FPPTER309,2024-01-09T23:07:23Z,2024-01-09T23:07:25Z,1957,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,the.testimonies.of.these.two.parties,noun,old,other,nocontact,complex,down,interior,single,eng,S
FPPTER309,2024-01-09T23:07:26Z,2024-01-09T23:07:27Z,939,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,clearly.the.ones.involved,noun,old,other,nocontact,simple,down,individ,single,eng,S
FPPTER309,2024-01-09T23:08:59Z,2024-01-09T23:09:00Z,770,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,there.s.another.extra.in.the.picture,noun,new,index,contact,simple,down,individ,single,eng,S
FPPTER309,2024-01-09T23:18:40Z,2024-01-09T23:18:41Z,1695,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,if.we.get.down,other,old,index,nocontact,complex,down,card,multiple,eng,S
FPPTER309,2024-01-09T23:19:04Z,2024-01-09T23:19:05Z,668,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,i.guess,other,other,index,contact,simple,down,other,multiple,eng,S
FPPTER309,2024-01-09T23:19:08Z,2024-01-09T23:19:10Z,1927,FPPT-ENG-Phase1-20190218-v6-ALS-v1.eaf,that.s.when.he.actually.returns,pro,old,index,nocontact,simple,down,card,multiple,eng,H
FPPTER405,2024-01-09T23:01:16Z,2024-01-09T23:01:17Z,522,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,I.see.the.sa[me.thing],noun,old,palm,nocontact,simple,up,card,single,eng,S
FPPTER405,2024-01-09T23:01:22Z,2024-01-09T23:01:23Z,827,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[I].guess.the.MOM,noun,old,palm,nocontact,simple,up,card,single,eng,S
FPPTER405,2024-01-09T23:01:28Z,2024-01-09T23:01:30Z,1544,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,but.uhm,other,old,other,nocontact,simple,down,individ,single,eng,H
FPPTER405,2024-01-09T23:01:31Z,2024-01-09T23:01:34Z,2715,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,this.OTHER.PERSON.who.is.coming.into.the.picture.he.looks.pretty.happy[to.talk.to.them.about.something],noun,new,other,nocontact,simple,down,individ,single,eng,H
FPPTER405,2024-01-09T23:06:33Z,2024-01-09T23:06:34Z,720,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[thi]s.whole.SITuation,noun,old,palm,nocontact,simple,vertical,other,single,eng,S
FPPTER405,2024-01-09T23:07:09Z,2024-01-09T23:07:12Z,2799,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,the.maN[I.guess.hit.his.wife],noun,new,palm,nocontact,simple,vertical,interior,single,eng,H
FPPTER405,2024-01-09T23:07:21Z,2024-01-09T23:07:24Z,2298,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,they.re.INTERROGATING.HIM,ambiguous,old,index,nocontact,simple,down,other,single,eng,H
FPPTER405,2024-01-09T23:07:24Z,2024-01-09T23:07:25Z,1754,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[he.s]got.thiS.CHAIN.ON.HIS.leg,noun,new,index,nocontact,simple,down,individ,single,eng,H
FPPTER405,2024-01-09T23:07:50Z,2024-01-09T23:07:51Z,781,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,i.think.he.is.S.O[bviously.very.upset],pro,old,other,nocontact,simple,down,individ,single,eng,S
FPPTER405,2024-01-09T23:08:37Z,2024-01-09T23:08:38Z,1037,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[is.he.the]same.guy.FROM.before.though,pro,old,other,nocontact,simple,down,interior,single,eng,S
FPPTER405,2024-01-09T23:08:38Z,2024-01-09T23:08:40Z,2700,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,like.the.SAME.people,noun,old,other,nocontact,complex,down,other,single,eng,H
FPPTER405,2024-01-09T23:09:10Z,2024-01-09T23:09:11Z,1263,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,into.soME.SOrt.of.market,noun,new,index,nocontact,simple,up,interior,single,eng,S
FPPTER405,2024-01-09T23:09:11Z,2024-01-09T23:09:12Z,965,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,this.GUy[is.probably.selling.food],noun,old,index,contact,simple,up,individ,single,eng,S
FPPTER405,2024-01-09T23:09:35Z,2024-01-09T23:09:36Z,1395,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,this.is.THE.SAME.GUY,ambiguous,old,palm,nocontact,simple,down,other,single,eng,H
FPPTER405,2024-01-09T23:10:05Z,2024-01-09T23:10:07Z,1997,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[it.s.i.think.the.same.group]OF.people,noun,old,index,nocontact,simple,vertical,interior,single,eng,H
FPPTER405,2024-01-09T23:10:07Z,2024-01-09T23:10:08Z,1353,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,that.S.THE.SAME.GUY.right,ambiguous,old,index,nocontact,complex,vertical,individ,single,eng,H
FPPTER405,2024-01-09T23:10:08Z,2024-01-09T23:10:11Z,2685,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,TELLING.THE.OTHER.about.the.wi[fe],ambiguous,new,palm,nocontact,complex,vertical,interior,single,eng,H
FPPTER405,2024-01-09T23:10:58Z,2024-01-09T23:10:59Z,846,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,thIS,pro,old,index,nocontact,simple,vertical,individ,single,eng,H
FPPTER405,2024-01-09T23:12:16Z,2024-01-09T23:12:18Z,1382,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,he.actually.has.A.LITTLE.BRUISE.too,ambiguous,new,other,nocontact,simple,down,individ,single,eng,H
FPPTER405,2024-01-09T23:13:45Z,2024-01-09T23:13:47Z,2282,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,cause.the.kid.iS.ALREADY.A.BIT.OLDER,ambiguous,old,other,nocontact,complex,down,interior,single,eng,S
FPPTER405,2024-01-09T23:13:47Z,2024-01-09T23:13:48Z,243,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[that.s]the.Sa[me.kid],ambiguous,old,palm,nocontact,complex,vertical,other,single,eng,S
FPPTER405,2024-01-09T23:14:14Z,2024-01-09T23:14:16Z,1982,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,THE.FACE.OF.disapproval.of.the.child,noun,new,index,nocontact,simple,vertical,individ,single,eng,H
FPPTER405,2024-01-09T23:15:11Z,2024-01-09T23:15:13Z,1458,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,THIS.MUST.BE.THE.MOMENT,noun,old,other,nocontact,complex,down,other,single,eng,S
FPPTER405,2024-01-09T23:15:13Z,2024-01-09T23:15:14Z,1824,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,that.IT.ACTUALLY.happened,ambiguous,old,index,nocontact,complex,down,other,single,eng,H
FPPTER405,2024-01-09T23:15:14Z,2024-01-09T23:15:16Z,1149,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,you.can.see.HE.S.HOLDING[some.sort.of.drink],ambiguous,old,index,nocontact,complex,vertical,interior,single,eng,H
FPPTER405,2024-01-09T23:15:23Z,2024-01-09T23:15:29Z,5919,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[on]THE.PREVIOUS.picture,noun,other,index,nocontact,complex,down,other,single,eng,H
FPPTER405,2024-01-09T23:16:16Z,2024-01-09T23:16:19Z,3672,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,that.kid.is.there.he.is.much.older.now,ambiguous,old,index,nocontact,simple,up,interior,single,eng,H
FPPTER405,2024-01-09T23:19:34Z,2024-01-09T23:19:36Z,2299,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,the.old.MAN.is.someone.s.you.know.,noun,old,index,nocontact,simple,vertical,interior,single,eng,H
FPPTER405,2024-01-09T23:19:37Z,2024-01-09T23:19:39Z,2184,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,becasue.it.was.an.old.man,noun,old,index,nocontact,simple,vertical,individ,single,eng,H
FPPTER405,2024-01-09T23:19:59Z,2024-01-09T23:19:59Z,400,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[that.s]why.THEY.WERE.s[o.upset],ambiguous,old,index,nocontact,simple,up,card,single,eng,S
FPPTER405,2024-01-09T23:21:28Z,2024-01-09T23:21:29Z,880,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[they.were.probably]drinkING.AFter.work,ambiguous,old,index,nocontact,complex,up,individ,multiple,eng,S
FPPTER405,2024-01-09T23:21:38Z,2024-01-09T23:21:39Z,1429,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,they.re.picking.UP.STUFF,ambiguous,new,index,contact,simple,down,card,multiple,eng,S
FPPTER405,2024-01-09T23:22:04Z,2024-01-09T23:22:05Z,734,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[he.s.definet]ly[just.listening],pro,old,palm,nocontact,simple,vertical,card,multiple,eng,S
FPPTER405,2024-01-09T23:22:05Z,2024-01-09T23:22:06Z,870,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,hearing.THE.WHOLE.story,noun,old,index,nocontact,complex,vertical,card,multiple,eng,S
FPPTER405,2024-01-09T23:23:06Z,2024-01-09T23:23:09Z,2742,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,that.s.very.early.in.the.morning,pro,new,palm,nocontact,simple,down,card,multiple,eng,H
FPPTER405,2024-01-09T23:23:19Z,2024-01-09T23:23:21Z,1838,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,maybe.THAT.S,pro,old,index,nocontact,simple,vertical,card,multiple,eng,H
FPPTER405,2024-01-09T23:23:25Z,2024-01-09T23:23:27Z,1457,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,look.at.that.SHIRT,noun,old,index,nocontact,simple,down,individ,multiple,eng,H
FPPTER405,2024-01-09T23:23:37Z,2024-01-09T23:23:40Z,3850,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,--,other,other,index,contact,simple,down,card,multiple,eng,H
FPPTER405,2024-01-09T23:23:45Z,2024-01-09T23:23:47Z,1180,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,WOuld.be.the.first.ones,noun,other,index,nocontact,complex,vertical,card,multiple,eng,S
FPPTER405,2024-01-09T23:23:56Z,2024-01-09T23:23:57Z,498,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[so.they.were][harvesting.or.collecting.food],ambiguous,new,palm,contact,simple,up,card,multiple,eng,S
FPPTER405,2024-01-09T23:23:58Z,2024-01-09T23:23:59Z,1023,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,GOING.to.the.market,other,new,index,nocontact,complex,vertical,interior,multiple,eng,H
FPPTER405,2024-01-09T23:24:00Z,2024-01-09T23:24:01Z,614,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,WENT.FOR.drinks,ambiguous,new,palm,nocontact,simple,vertical,card,multiple,eng,S
FPPTER40,2024-01-09T23:00:38Z,2024-01-09T23:00:41Z,2608,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[for]THIS.BOY.to.come[back],noun,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:00:43Z,2024-01-09T23:00:44Z,1322,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,maybe.that.S[parents],noun,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:00:45Z,2024-01-09T23:00:46Z,852,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,and,other,new,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:00:46Z,2024-01-09T23:00:46Z,796,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,and[little.brother],noun,old,index,nocontact,complex,down,card,single,eng,S
FPPTER40,2024-01-09T23:01:04Z,2024-01-09T23:01:05Z,588,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[I.cant.quite]see.on.THE[dad.s.face],noun,new,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:01:05Z,2024-01-09T23:01:06Z,970,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[I.cant.quite.see.on.the.dad.s]FACE.BUT,noun,old,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:01:06Z,2024-01-09T23:01:08Z,1103,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,THE.mom.and.the[little.boy],ambiguous,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:01:44Z,2024-01-09T23:01:47Z,3326,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,what.is.this.thing.is.it.a.hou[se],noun,new,index,contact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:01:47Z,2024-01-09T23:01:49Z,2127,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[is.it.a]house.or.is.it.a,noun,new,index,contact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:01:49Z,2024-01-09T23:01:50Z,1292,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,I.cant.REALLY.tell.what[do.you.think.it.is],pro,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:02:00Z,2024-01-09T23:02:01Z,697,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,MAYBE[there.is.a.wall],noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:02:02Z,2024-01-09T23:02:03Z,723,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,you.dont[you.cant.really.see],other,old,index,contact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:02:15Z,2024-01-09T23:02:18Z,3648,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,like.these.TWO.look.like.they.ve.been.busy.with.work,noun,new,index,contact,complex,down,interior,single,eng,H
FPPTER40,2024-01-09T23:02:18Z,2024-01-09T23:02:20Z,1417,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,I.m.not.sure.abOUT.Him,pro,new,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:02:26Z,2024-01-09T23:02:27Z,861,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[maybe]he.was.meant.TO.be,pro,new,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:03:23Z,2024-01-09T23:03:24Z,1354,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[that.the.man]WITH.THE.torn.clothes,ambiguous,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:43Z,2024-01-09T23:05:44Z,1118,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,HE,pro,new,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:44Z,2024-01-09T23:05:48Z,3070,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[he]is.TELLING.his.friend,ambiguous,new,index,contact,simple,down,interior,single,eng,H
FPPTER40,2024-01-09T23:05:48Z,2024-01-09T23:05:49Z,1422,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,ABOUT.something.he.saw,pro,new,index,contact,simple,down,individ,single,eng,H
FPPTER40,2024-01-09T23:05:49Z,2024-01-09T23:05:49Z,294,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[so]I.m.thinking.that,other,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:49Z,2024-01-09T23:05:50Z,1246,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,THAT.lady,noun,new,index,contact,complex,down,individ,single,eng,H
FPPTER40,2024-01-09T23:05:50Z,2024-01-09T23:05:52Z,1713,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,is.HIS.girlfriend,pro,new,index,contact,simple,down,individ,single,eng,H
FPPTER40,2024-01-09T23:05:52Z,2024-01-09T23:05:53Z,741,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,and.THIS.GUY,noun,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:53Z,2024-01-09T23:05:54Z,840,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[this.guy.observed.his.friends.s.girlfriend],noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:54Z,2024-01-09T23:05:54Z,237,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[this.guy.observed.his.friends.s.girlfriend],noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:54Z,2024-01-09T23:05:55Z,1010,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[this.guy]observed.HIS[friends.s.girlfriend],ambiguous,old,index,nocontact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:55Z,2024-01-09T23:05:55Z,389,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[this.guy.observed.his.friends.s.girlfriend],ambiguous,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:05:55Z,2024-01-09T23:05:57Z,1275,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,friends.s.GIRLFRIEND,noun,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:06:02Z,2024-01-09T23:06:03Z,1050,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[and.it]s.making.HIM,pro,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:06:05Z,2024-01-09T23:06:06Z,909,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,and.HE.S.DEFINETELY,pro,old,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:06:06Z,2024-01-09T23:06:08Z,1659,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,ACTING.LIKE.HE.should.be[angry],ambiguous,old,index,nocontact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:06:36Z,2024-01-09T23:06:38Z,1306,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,I.don.t.know.if.THESE.TWO.HAVE.got.anything.to[do],noun,old,index,contact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:06:38Z,2024-01-09T23:06:39Z,1012,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[anything.to.do.with]this.CONVERSAtion,noun,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:06:40Z,2024-01-09T23:06:40Z,720,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,or.THEY.re[just.there],pro,old,palm,nocontact,complex,vertical,interior,single,eng,S
FPPTER40,2024-01-09T23:08:02Z,2024-01-09T23:08:03Z,893,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[like.for.the]first.TIME.in.this[situation],noun,old,palm,nocontact,simple,down,card,single,eng,S
FPPTER40,2024-01-09T23:08:08Z,2024-01-09T23:08:09Z,862,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,these.three.ARENT.EVEN.LOOKING,noun,new,index,contact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:08:09Z,2024-01-09T23:08:10Z,590,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,looking.at.HIM,pro,old,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:08:41Z,2024-01-09T23:08:43Z,1563,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,i.m.sure.THAT.S.THE.SAME.skirt,ambiguous,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:09:02Z,2024-01-09T23:09:04Z,2073,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,he.is.DOING.the.work.carrying.things,ambiguous,new,index,contact,simple,down,interior,single,eng,H
FPPTER40,2024-01-09T23:09:04Z,2024-01-09T23:09:06Z,1615,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,she.s.looking.after.the.child,noun,new,index,contact,complex,down,individ,single,eng,H
FPPTER40,2024-01-09T23:09:17Z,2024-01-09T23:09:18Z,1138,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,the.thing.that.might.BE.COrn.or[might.not.be],noun,new,index,contact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:11:38Z,2024-01-09T23:11:39Z,1665,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,and.drunk[and],other,new,index,contact,simple,down,individ,single,eng,H
FPPTER40,2024-01-09T23:13:01Z,2024-01-09T23:13:02Z,1455,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,he.s.got.the.HAND.CUFFS.on.so,noun,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:13:54Z,2024-01-09T23:13:56Z,1595,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,i.couldn.t.UNDERSTAND.who.the[child.was],noun,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:13:58Z,2024-01-09T23:14:00Z,1963,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,i.though.IT.WAS.ON.THE.NIGHT.that.it.happened,ambiguous,old,index,contact,complex,down,interior,single,eng,H
FPPTER40,2024-01-09T23:14:00Z,2024-01-09T23:14:01Z,760,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[it.was.on.the.night]THAT.IT.HAPPENED,pro,old,index,nocontact,complex,down,interior,single,eng,H
FPPTER40,2024-01-09T23:14:03Z,2024-01-09T23:14:05Z,1273,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,but.then.i.COULDN.T.understand.who.the.child[was],noun,old,index,contact,simple,down,individ,single,eng,H
FPPTER40,2024-01-09T23:14:37Z,2024-01-09T23:14:38Z,1034,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[i.was]gonna.say.AS.well.because.it.s[not.like.in.a.bar],other,old,index,nocontact,simple,down,interior,single,eng,S
FPPTER40,2024-01-09T23:15:27Z,2024-01-09T23:15:28Z,1403,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,who.is.this.THOUGH,pro,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:16:30Z,2024-01-09T23:16:33Z,2315,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[is.that]him.like.seeing.the.light.or.something,ambiguous,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:17:38Z,2024-01-09T23:17:40Z,2268,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,with.him.with.the.things.with.straps.at.his.back,ambiguous,new,index,contact,complex,down,individ,single,eng,S
FPPTER40,2024-01-09T23:19:27Z,2024-01-09T23:19:30Z,2676,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,that.s.like.THE.SCENE.isn.t.it,noun,old,index,nocontact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:19:31Z,2024-01-09T23:19:32Z,540,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,there.waS.A.MAN,noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:19:32Z,2024-01-09T23:19:32Z,460,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,and.the.WIfe,noun,old,index,nocontact,simple,down,individ,single,eng,S
FPPTER40,2024-01-09T23:19:32Z,2024-01-09T23:19:34Z,1594,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,THE.BOY,noun,new,index,contact,complex,down,interior,single,eng,S
FPPTER40,2024-01-09T23:19:42Z,2024-01-09T23:19:44Z,1149,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,or.SOMETHING,other,other,palm,nocontact,simple,up,card,single,eng,S
FPPTER40,2024-01-09T23:19:46Z,2024-01-09T23:19:47Z,1279,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,he.s.dreaming.THAT.HIS.SON.will[come.running],ambiguous,new,palm,nocontact,complex,vertical,interior,single,eng,S
FPPTER40,2024-01-09T23:20:46Z,2024-01-09T23:20:47Z,784,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[i.m.still]not.SURE.about.that[one],noun,other,index,nocontact,simple,down,card,multiple,eng,S
FPPTER40,2024-01-09T23:21:00Z,2024-01-09T23:21:01Z,561,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,that.s.JUST[after],pro,other,index,nocontact,simple,down,other,multiple,eng,S
FPPTER40,2024-01-09T23:21:17Z,2024-01-09T23:21:18Z,1329,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,i.thiNK.THat.s.gonna.be.there,pro,other,index,nocontact,simple,down,other,multiple,eng,S
FPPTER40,2024-01-09T23:21:32Z,2024-01-09T23:21:33Z,1033,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,[that.s]earler.BEFORE,pro,other,index,nocontact,simple,vertical,other,multiple,eng,S
FPPTER40,2024-01-09T23:21:46Z,2024-01-09T23:21:48Z,1805,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,maybe.THIS,pro,new,index,nocontact,simple,down,card,multiple,eng,H
FPPTER40,2024-01-09T23:21:50Z,2024-01-09T23:21:51Z,1622,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,because.the,other,other,index,nocontact,complex,down,card,multiple,eng,S
FPPTER40,2024-01-09T23:21:51Z,2024-01-09T23:21:52Z,640,FPPT-ENG-Phase1-20191112-v8-ALS-v1.eaf,i.mean,other,old,index,nocontact,simple,down,card,multiple,eng,S
